timestamps,TP9,AF7,AF8,TP10,Right AUX
1751533676.397,-145.508,52.246,-227.539,-229.004,0.000
1751533676.401,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.405,-171.875,-286.621,698.730,447.266,0.000
1751533676.409,999.512,961.914,-672.852,-914.062,0.000
1751533676.413,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.416,26.855,161.133,-219.727,-229.492,0.000
1751533676.420,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.424,-339.844,-419.922,968.750,744.141,0.000
1751533676.428,930.176,909.668,-260.254,-629.395,0.000
1751533676.432,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.436,210.938,203.613,-337.402,-203.125,0.000
1751533676.440,-1000.000,-1000.000,935.547,999.512,0.000
1751533676.444,-585.449,-789.551,999.512,963.379,0.000
1751533676.448,813.965,579.590,-25.391,-277.832,0.000
1751533676.452,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.455,185.059,180.176,-526.367,-336.426,0.000
1751533676.459,-1000.000,-1000.000,812.988,937.012,0.000
1751533676.463,-846.191,-999.512,999.512,999.512,0.000
1751533676.467,500.977,234.863,134.766,-24.902,0.000
1751533676.471,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.475,187.500,375.488,-770.508,-515.625,0.000
1751533676.479,-1000.000,-932.129,579.590,837.891,0.000
1751533676.483,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.487,169.434,-1.465,154.785,112.793,0.000
1751533676.491,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.494,336.914,457.031,-1000.000,-827.637,0.000
1751533676.498,-954.102,-886.719,224.609,508.789,0.000
1751533676.502,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.506,-10.254,-143.555,150.391,154.297,0.000
1751533676.510,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.514,506.348,713.867,-1000.000,-1000.000,0.000
1751533676.518,-849.609,-647.461,0.488,203.125,0.000
1751533676.522,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.526,-186.523,-194.824,260.742,139.160,0.000
1751533676.530,999.512,999.512,-979.004,-1000.000,0.000
1751533676.534,785.156,927.246,-1000.000,-1000.000,0.000
1751533676.537,-570.312,-360.840,-192.871,-36.133,0.000
1751533676.541,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.545,-182.617,-170.410,472.656,248.047,0.000
1751533676.549,999.512,999.512,-885.254,-984.375,0.000
1751533676.553,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.557,-218.262,-53.711,-221.680,-230.957,0.000
1751533676.561,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.565,-169.434,-222.656,764.648,499.023,0.000
1751533676.569,999.023,978.027,-590.820,-883.301,0.000
1751533676.573,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.576,7.812,140.137,-214.844,-229.980,0.000
1751533676.580,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.584,-330.078,-472.168,923.340,689.941,0.000
1751533676.588,933.594,876.953,-343.262,-697.266,0.000
1751533676.592,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.596,198.242,208.008,-321.289,-199.707,0.000
1751533676.600,-1000.000,-1000.000,952.148,999.512,0.000
1751533676.604,-526.367,-680.664,999.512,894.043,0.000
1751533676.608,855.469,715.820,-100.586,-396.484,0.000
1751533676.612,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.616,198.242,178.223,-487.793,-319.824,0.000
1751533676.619,-1000.000,-1000.000,840.332,948.242,0.000
1751533676.623,-755.859,-871.582,999.512,999.512,0.000
1751533676.627,625.977,456.543,98.145,-80.566,0.000
1751533676.631,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.635,165.039,216.309,-732.422,-513.672,0.000
1751533676.639,-1000.000,-1000.000,618.652,844.727,0.000
1751533676.643,-952.148,-1000.000,999.512,999.512,0.000
1751533676.647,320.801,80.078,150.391,33.203,0.000
1751533676.651,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.655,295.898,434.082,-938.477,-734.375,0.000
1751533676.659,-981.445,-904.297,344.727,612.793,0.000
1751533676.662,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.666,81.543,-39.062,144.043,148.926,0.000
1751533676.670,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.674,463.379,604.004,-1000.000,-992.188,0.000
1751533676.678,-876.465,-757.324,45.410,264.648,0.000
1751533676.682,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.686,-106.934,-186.035,231.445,140.625,0.000
1751533676.690,999.512,999.512,-991.699,-1000.000,0.000
1751533676.694,709.961,844.238,-1000.000,-1000.000,0.000
1751533676.698,-645.508,-486.816,-160.645,0.977,0.000
1751533676.702,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.705,-187.988,-174.316,477.051,260.254,0.000
1751533676.709,999.512,999.512,-876.953,-979.004,0.000
1751533676.713,979.004,999.512,-1000.000,-1000.000,0.000
1751533676.717,-269.531,-112.793,-224.609,-198.242,0.000
1751533676.721,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.725,-171.387,-219.727,618.652,377.930,0.000
1751533676.729,999.512,979.004,-762.207,-945.801,0.000
1751533676.733,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.737,-40.527,87.402,-214.355,-247.559,0.000
1751533676.741,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.745,-227.051,-371.094,821.777,550.781,0.000
1751533676.748,974.609,922.363,-502.441,-845.215,0.000
1751533676.752,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.756,158.691,218.262,-272.949,-221.191,0.000
1751533676.760,-1000.000,-1000.000,991.211,999.512,0.000
1751533676.764,-437.988,-626.465,996.582,752.930,0.000
1751533676.768,898.926,770.508,-213.379,-605.957,0.000
1751533676.772,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.776,212.891,186.523,-439.941,-291.504,0.000
1751533676.780,-1000.000,-1000.000,878.906,979.004,0.000
1751533676.784,-645.508,-810.547,999.512,999.512,0.000
1751533676.787,754.395,533.691,19.043,-207.031,0.000
1751533676.791,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.795,178.711,326.660,-624.512,-403.320,0.000
1751533676.799,-1000.000,-987.305,727.051,904.785,0.000
1751533676.803,-878.418,-1000.000,999.512,999.512,0.000
1751533676.807,445.801,219.238,133.301,-17.090,0.000
1751533676.811,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.815,230.957,357.910,-912.109,-682.617,0.000
1751533676.819,-1000.000,-938.965,380.371,665.527,0.000
1751533676.823,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.827,101.562,-21.484,147.949,142.578,0.000
1751533676.830,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.834,416.504,584.473,-1000.000,-936.035,0.000
1751533676.838,-905.762,-775.391,97.168,357.910,0.000
1751533676.842,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.846,-87.402,-160.645,214.844,144.531,0.000
1751533676.850,999.512,999.512,-999.512,-1000.000,0.000
1751533676.854,663.574,874.023,-1000.000,-1000.000,0.000
1751533676.858,-695.801,-436.035,-112.793,78.613,0.000
1751533676.862,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.866,-198.730,-176.758,379.395,173.828,0.000
1751533676.869,999.512,999.512,-932.129,-1000.000,0.000
1751533676.873,911.133,999.512,-1000.000,-1000.000,0.000
1751533676.877,-391.602,-156.738,-225.098,-148.438,0.000
1751533676.881,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.885,-171.875,-164.062,580.078,348.145,0.000
1751533676.889,999.512,986.328,-800.781,-954.102,0.000
1751533676.893,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.897,-83.008,171.875,-215.820,-238.281,0.000
1751533676.901,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.905,-204.590,-375.488,790.039,511.719,0.000
1751533676.908,984.863,935.059,-548.828,-877.441,0.000
1751533676.912,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.916,101.562,191.895,-269.043,-222.656,0.000
1751533676.920,-1000.000,-1000.000,995.117,999.512,0.000
1751533676.924,-401.855,-541.992,989.258,761.719,0.000
1751533676.928,909.668,845.215,-231.445,-599.121,0.000
1751533676.932,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.936,217.285,193.359,-411.133,-257.324,0.000
1751533676.940,-1000.000,-1000.000,895.996,999.512,0.000
1751533676.944,-610.840,-796.387,999.512,985.352,0.000
1751533676.948,791.992,570.801,-5.371,-250.488,0.000
1751533676.951,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.955,181.152,174.805,-631.836,-429.199,0.000
1751533676.959,-1000.000,-1000.000,714.355,888.672,0.000
1751533676.963,-871.094,-1000.000,999.512,999.512,0.000
1751533676.967,459.473,218.750,132.324,-14.648,0.000
1751533676.971,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.975,217.285,331.055,-881.836,-645.996,0.000
1751533676.979,-1000.000,-961.426,424.316,709.961,0.000
1751533676.983,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.987,136.719,33.203,149.902,145.020,0.000
1751533676.991,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.994,396.973,492.188,-1000.000,-915.527,0.000
1751533676.998,-921.387,-854.492,129.395,392.578,0.000
1751533677.002,-1000.000,-1000.000,999.512,999.512,0.000
1751533677.006,-33.203,-176.270,170.898,145.020,0.000
1751533677.010,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.014,607.910,785.645,-1000.000,-1000.000,0.000
1751533677.018,-748.535,-564.941,-87.891,92.285,0.000
1751533677.022,-1000.000,-1000.000,999.512,999.512,0.000
1751533677.026,-193.359,-176.270,344.727,149.414,0.000
1751533677.030,999.512,999.512,-949.219,-1000.000,0.000
1751533677.033,884.766,999.512,-1000.000,-1000.000,0.000
1751533677.037,-429.199,-141.113,-205.078,-75.195,0.000
1751533677.041,-1000.000,-1000.000,999.512,999.512,0.000
1751533677.045,-175.781,-175.781,507.812,269.043,0.000
1751533677.049,999.512,999.512,-859.375,-978.027,0.000
1751533677.053,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.057,-135.742,-15.137,-222.168,-256.836,0.000
1751533677.061,-1000.000,-1000.000,999.512,999.512,0.000
1751533677.065,-169.434,-260.254,766.602,502.930,0.000
1751533677.069,995.605,960.938,-584.961,-885.254,0.000
1751533677.073,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.076,78.125,195.801,-235.840,-223.145,0.000
1751533677.080,-1000.000,-1000.000,999.512,999.512,0.000
1751533677.084,-361.816,-458.496,988.281,771.973,0.000
1751533677.088,925.781,894.531,-221.680,-589.355,0.000
1751533677.092,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.096,222.168,204.590,-382.812,-235.840,0.000
1751533677.100,-1000.000,-1000.000,911.621,999.512,0.000
1751533677.104,-569.336,-742.188,999.512,991.211,0.000
1751533677.108,832.520,641.602,-3.906,-235.840,0.000
1751533677.112,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.116,185.059,161.133,-597.656,-409.668,0.000
1751533677.119,-1000.000,-1000.000,749.023,898.438,0.000
1751533677.123,-857.422,-986.328,999.512,999.512,0.000
1751533677.127,481.934,257.324,139.160,-6.348,0.000
1751533677.131,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.135,194.336,297.852,-846.680,-616.699,0.000
1751533677.139,-1000.000,-966.309,477.051,742.188,0.000
1751533677.143,-1000.000,-1000.000,999.512,999.512,0.000
1751533677.147,114.258,-28.320,152.344,140.625,0.000
1751533677.151,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.155,380.371,486.816,-1000.000,-894.531,0.000
1751533677.159,-932.617,-867.188,159.668,421.875,0.000
1751533677.162,-1000.000,-1000.000,999.512,999.512,0.000
1751533677.166,-32.227,-163.574,170.410,150.391,0.000
1751533677.170,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.174,593.262,834.473,-1000.000,-1000.000,0.000
1751533677.178,-765.625,-490.234,-37.598,158.203,0.000
1751533677.182,-1000.000,-1000.000,999.512,999.512,0.000
1751533677.186,-187.988,-176.758,296.387,141.602,0.000
1751533677.190,999.512,999.512,-966.797,-1000.000,0.000
1751533677.194,853.027,999.512,-1000.000,-1000.000,0.000
1751533677.198,-475.098,-148.438,-193.359,-42.480,0.000
1751533677.201,-1000.000,-1000.000,999.512,999.512,0.000
1751533677.205,-177.734,-175.293,517.090,281.738,0.000
1751533677.209,999.512,999.512,-849.609,-969.727,0.000
1751533677.213,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.217,-167.969,-17.090,-222.656,-244.141,0.000
1751533677.221,-1000.000,-1000.000,999.512,999.512,0.000
1751533677.225,-169.434,-261.719,751.953,495.605,0.000
1751533677.229,997.070,962.891,-604.004,-887.695,0.000
1751533677.233,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.237,47.363,171.387,-228.027,-228.516,0.000
1751533677.240,-1000.000,-1000.000,999.512,999.512,0.000
1751533677.244,-347.168,-500.488,947.266,712.891,0.000
1751533677.248,929.199,865.723,-300.293,-666.992,0.000
1751533677.252,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.256,216.309,206.543,-338.379,-202.148,0.000
1751533677.260,-1000.000,-1000.000,932.617,999.512,0.000
1751533677.264,-548.828,-671.875,999.512,959.473,0.000
1751533677.268,844.727,726.074,-18.555,-279.785,0.000
1751533677.272,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.276,191.895,163.574,-561.523,-384.766,0.000
1751533677.280,-1000.000,-1000.000,788.574,921.875,0.000
1751533677.283,-808.594,-987.793,999.512,999.512,0.000
1751533677.287,556.641,258.789,103.516,-82.520,0.000
1751533677.291,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.295,160.645,264.160,-803.223,-570.801,0.000
1751533677.299,-1000.000,-994.629,532.227,786.133,0.000
1751533677.303,-995.605,-1000.000,999.512,999.512,0.000
1751533677.307,237.305,73.242,151.367,75.684,0.000
1751533677.311,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.315,341.797,653.320,-971.680,-736.816,0.000
1751533677.319,-956.543,-691.406,283.691,618.164,0.000
1751533677.322,-1000.000,-1000.000,999.512,999.512,0.000
1751533677.326,40.527,-78.613,141.113,150.391,0.000
1751533677.330,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.334,494.141,654.785,-1000.000,-1000.000,0.000
1751533677.338,-854.980,-706.055,-23.438,183.105,0.000
1751533677.342,-1000.000,-1000.000,999.512,999.512,0.000
1751533677.346,-155.273,-195.801,251.465,141.113,0.000
1751533677.350,999.512,999.512,-986.328,-1000.000,0.000
1751533677.354,773.926,933.594,-1000.000,-1000.000,0.000
1751533677.358,-576.660,-349.609,-187.012,-29.785,0.000
1751533677.362,-1000.000,-1000.000,999.512,999.512,0.000
1751533677.365,-183.105,-173.340,521.973,289.551,0.000
1751533677.369,999.512,999.512,-845.215,-966.309,0.000
1751533677.373,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.377,-223.145,-85.938,-222.656,-232.422,0.000
1751533677.381,-1000.000,-1000.000,999.512,999.512,0.000
1751533677.385,-168.945,-283.691,716.309,464.844,0.000
1751533677.389,999.023,949.219,-650.879,-904.297,0.000
1751533677.393,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.397,6.836,148.926,-220.703,-235.840,0.000
1751533677.401,-1000.000,-1000.000,999.512,999.512,0.000
1751533677.405,-307.129,-451.172,916.504,651.367,0.000
1751533677.408,943.848,892.090,-353.027,-743.652,0.000
1751533677.412,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.416,199.219,212.402,-330.566,-202.637,0.000
1751533677.420,-1000.000,-1000.000,945.801,999.512,0.000
1751533677.424,-513.672,-638.184,999.512,895.508,0.000
1751533677.428,863.770,760.742,-89.355,-392.578,0.000
1751533677.432,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.436,198.730,175.293,-515.625,-341.309,0.000
1751533677.440,-1000.000,-1000.000,820.801,944.336,0.000
1751533677.444,-760.742,-909.180,999.512,999.512,0.000
1751533677.448,620.117,387.695,88.379,-111.816,0.000
1751533677.451,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.455,161.133,334.473,-723.145,-484.863,0.000
1751533677.459,-1000.000,-959.961,627.930,854.004,0.000
1751533677.463,-981.445,-1000.000,999.512,999.512,0.000
1751533677.467,267.090,79.102,151.855,55.664,0.000
1751533677.471,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.475,308.105,417.969,-980.957,-783.691,0.000
1751533677.479,-972.656,-912.598,267.090,554.688,0.000
1751533677.483,-1000.000,-1000.000,999.512,999.512,0.000
1751533677.487,45.898,-60.059,145.020,156.250,0.000
1751533677.490,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.494,483.887,621.094,-1000.000,-1000.000,0.000
1751533677.498,-865.723,-742.676,11.230,219.727,0.000
1751533677.502,-1000.000,-1000.000,999.512,999.512,0.000
1751533677.506,-116.699,-179.688,247.070,140.625,0.000
1751533677.510,999.512,999.512,-986.816,-1000.000,0.000
1751533677.514,749.023,894.531,-1000.000,-1000.000,0.000
1751533677.518,-598.633,-411.133,-172.852,-14.160,0.000
1751533677.522,-1000.000,-1000.000,999.512,999.512,0.000
1751533677.526,-187.012,-174.316,427.246,201.172,0.000
1751533677.530,999.512,999.512,-914.062,-1000.000,0.000
1751533677.533,979.004,999.512,-1000.000,-1000.000,0.000
1751533677.537,-269.531,-117.188,-229.980,-220.703,0.000
1751533677.541,-1000.000,-1000.000,999.512,999.512,0.000
1751533677.545,-169.922,-233.398,650.879,401.855,0.000
1751533677.549,999.512,973.633,-728.516,-936.523,0.000
1751533677.553,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.557,-23.438,88.867,-215.820,-242.188,0.000
1751533677.561,-1000.000,-1000.000,999.512,999.512,0.000
1751533677.565,-264.648,-421.387,889.648,626.953,0.000
1751533677.569,960.449,897.949,-399.902,-770.020,0.000
1751533677.572,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.576,179.199,212.891,-302.246,-206.543,0.000
1751533677.580,-1000.000,-1000.000,964.355,999.512,0.000
1751533677.584,-474.609,-656.250,999.512,855.957,0.000
1751533677.588,883.301,743.164,-128.418,-459.961,0.000
1751533677.592,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.596,204.590,174.805,-446.289,-280.762,0.000
1751533677.600,-1000.000,-1000.000,873.047,971.191,0.000
1751533677.604,-722.656,-910.156,999.512,999.512,0.000
1751533677.608,667.969,401.367,75.195,-130.371,0.000
1751533677.612,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.615,169.434,208.496,-721.680,-500.977,0.000
1751533677.619,-1000.000,-1000.000,626.953,847.168,0.000
1751533677.623,-928.711,-1000.000,999.512,999.512,0.000
1751533677.627,361.816,123.535,143.066,27.832,0.000
1751533677.631,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.635,280.762,399.902,-946.289,-740.723,0.000
1751533677.639,-985.840,-928.223,326.660,602.051,0.000
1751533677.643,-1000.000,-1000.000,999.512,999.512,0.000
1751533677.647,76.660,16.113,146.973,163.574,0.000
1751533677.651,999.512,999.512,-1000.000,-1000.000,0.000
1751533677.654,469.238,704.102,-1000.000,-955.078,0.000
1751533677.658,-873.047,-623.047,74.707,332.031,0.000
1751533677.662,-1000.000,-1000.000,999.512,999.512,0.000
1751533677.666,-107.910,-195.312,218.750,140.625,0.000
